Id,text
744,@realDonaldTrump Is this the rally that he singled out a 100 year old republican veteran who bcos of being at a sup… https://t.co/4zFqLSTp50
745,@realDonaldTrump Is anyone tracing these events? How many people are getting sick and/ or dying from this crap.
746,@realDonaldTrump @CNN @WHO @CDCDirector @FOXTV @JoeBiden @Mike_Pence @CDCgov @va_shiva @10DowningStreet @FRANCE24… https://t.co/lk3I4MXl7B
747,@realDonaldTrump We voting for Trump because we see the difference we want a leader not some old fart who can’t rem… https://t.co/KEuwWbSV4t
748,@realDonaldTrump We know Biden is winning and will become the 46th President. The absolute best part is Trump vowed… https://t.co/M8bWSlnBTo
749,"@realDonaldTrump There is mass censorship being applied by Facebook, My account was disabled for speaking nothing b… https://t.co/XHdJ5fKZaa"
750,@realDonaldTrump No
751,@realDonaldTrump https://t.co/QfawjdkBib
752,"@realDonaldTrump If people listened to themselves more often, they would talk less."
753,@realDonaldTrump https://t.co/OkChG2vNEE
754,"RT @shossy2: @realDonaldTrump @TheBabylonBee Thank you for showing your supporters how ignorant you are, because we all know the Bee is a s…"
755,"RT @themaxburns: @realDonaldTrump ""I'm not in debt to sinister characters"" Trump says while reiterating that he doesn't actually know if th…"
756,"@realDonaldTrump Dear President,  Very great speech, very motivating - thank You for your tight schedule and your hard work"
757,@realDonaldTrump Trump we are in a pandemic. Grow up.
758,@realDonaldTrump https://t.co/0sQ6Qux7fb
759,@realDonaldTrump And another video.. 😴
760,RT @GovGaryJohnson: @realDonaldTrump Three years and ten months in office. 18 days before the election. Put me down as skeptical.
761,@realDonaldTrump We know Biden is winning and will become the 46th President. The absolute best part is Trump vowed… https://t.co/twt6cx7l6T
762,RT @miaball1976: @realDonaldTrump Most media in the US is so fake and corrupt that is sickening! The same for many reporters!  They just do…
763,RT @scientificrealm: @realDonaldTrump https://t.co/zv0Z4XoOPg
764,"RT @Allworld_GT: @realDonaldTrump BidenHarris2020,  Trumpty TDumpty you should vote for #BidenHarris2020  #BidenHarris2020ToSaveAmerica #Bi…"
765,@realDonaldTrump We know Biden is winning and will become the 46th President. The absolute best part is Trump vowed… https://t.co/iqNfQQDBMK
766,@realDonaldTrump Donald Trump is the best president ever🇺🇸MAGA
767,@realDonaldTrump https://t.co/212w0X5jVh
768,"@realDonaldTrump I'm voting for Jo Jorgensen, not you. You had almost 4 years to make our government more libertari… https://t.co/hsHBjNrjHJ"
769,@realDonaldTrump https://t.co/Aw4bxN4SIs
770,"@realDonaldTrump. U r the Sh&amp;%t !! 😆 I am so proud u r our 45th..I pray u get a 2nd term bc is gonna take u, God ab… https://t.co/QNzYErZrrX"
771,@realDonaldTrump Watch out for the Zombies.
772,@realDonaldTrump @AlvaroUribeVel Figures... Another way to make extra cash....
773,"RT @OwnRules: @realDonaldTrump Make sure not to panic them, Agolf. https://t.co/vPWGFM0ouT"
774,@realDonaldTrump can fall off a cliff tomorrow and I’ll be hosting a party the very next day #VoteBidenHarris… https://t.co/I2vHcdmSf6
775,RT @Reneguard7: @realDonaldTrump You are the SUPER PREDATOR!
776,@realDonaldTrump Dont ignore #ArmeniaKillsCivilians #armenianKillsChildren
777,RT @LAK1NGS: @realDonaldTrump your move! 🇦🇲💪🏻 #ՀԱՂԹԵԼՈՒԵՆՔ #ArmeniaStrong #ArtsakhStrong #KarabakhNow #Artsakh #StopTurkey #StopAzerbaijani…
778,@realDonaldTrump Amazing! Anything you don’t like is fake!!!
779,@realDonaldTrump your move! 🇦🇲💪🏻 #ՀԱՂԹԵԼՈՒԵՆՔ #ArmeniaStrong #ArtsakhStrong #KarabakhNow #Artsakh #StopTurkey… https://t.co/AQyMtqBXWI
780,"@realDonaldTrump @TheBabylonBee Now let's see who owns this site and how you profit, yet another impeachable offens… https://t.co/sxzZG4RucZ"
781,@realDonaldTrump We don’t need to know anymore bless your heart.
782,@realDonaldTrump @TheBabylonBee You can't tell fake news from fake news.  Irony dies again.
783,@realDonaldTrump Was he referring to you?
784,@realDonaldTrump https://t.co/212w0X5jVh
785,"@realDonaldTrump hmmmn...next stop N. Korea, Russia, Poland, Israel, India or Saudi Arabia?!  #Asylum #OnTheLam"
786,@realDonaldTrump @GStephanopoulos https://t.co/5j10rOHbTh
787,"@realDonaldTrump There is mass censorship being applied by Facebook, My account was disabled for speaking nothing b… https://t.co/bKlgAVhqPu"
788,"@realDonaldTrump  Mr. President, We LOVE you! 😍🇺🇸 It’s going to be a red wave. Trump cookies are out selling Biden… https://t.co/5G8D0eTqwO"
789,@realDonaldTrump God bless you 🙏
790,@realDonaldTrump says he may leave the U.S. if Biden wins. Upon hearing this news 98% of countries be like https://t.co/36t7BoEEfH
791,RT @Jackatmaui: @realDonaldTrump   Aloha Mr. President! We LUUUUV you!  You smashed SG NBC!  Never asked about Nobel Peace Prize Nomination…
792,@realDonaldTrump @GStephanopoulos Donny you know what you did and are doing. And so does all of America. The gig is… https://t.co/L2xcqfQ1qu
793,RT @scientificrealm: @realDonaldTrump @TheBabylonBee https://t.co/zAPJeJNWL9
794,@realDonaldTrump EAT IT DONNY https://t.co/p207eBqJpN
795,"RT @CarmineSabia: @realDonaldTrump BREAKING: Star Tribune) - Absentee ballots must arrive by Nov. 3 to be counted, the Michigan Court of Ap…"
796,@realDonaldTrump what happened to your ratings Thursday night?? Joe Biden got one million more people watching him… https://t.co/LHdpKOTfAp
797,@realDonaldTrump is a 🤡 https://t.co/5R9gbxXG7V
798,"@realDonaldTrump @mattgaetz Joe called, he’ll do that right after you release your taxes and Matt releases his adoption papers for Nestor"
799,@realDonaldTrump https://t.co/OezVbi912B
800,@realDonaldTrump   Aloha Mr. President! We LUUUUV you!  You smashed SG NBC!  Never asked about Nobel Peace Prize No… https://t.co/3Ok4WBjxd0
801,@realDonaldTrump https://t.co/f8163Mz3qg #LatinosForTrump https://t.co/Gbh6RoLwCj
802,"RT @helisbor: @realDonaldTrump New 📺📺📺: #JoeBidensNeighborhood   We need @JoeBiden to bring freedom, fairness and opportunity to every Amer…"
803,@realDonaldTrump @TheBabylonBee For the #MAGA #MAGA2020LandslideVictory  crowd Who won’t bother to read the article… https://t.co/mvG7tsvgRl
804,@realDonaldTrump YOU NEAD TO BE PUT IN JAILL IN  PRISON FOR YOUR INTER LIFF WITH OUT PROL
805,@realDonaldTrump twitter ban this fool
806,@realDonaldTrump Super spreader in-chief
807,@realDonaldTrump https://t.co/MlYi0UcNgr
808,"@realDonaldTrump, are you ever going to pay back the money you borrowed from me? My tax guy asked, because he says… https://t.co/HD8UW7fJpv"
809,@realDonaldTrump The world is watching Mr President and the world knows you will still be top man. Early congrats to you sir.
810,@realDonaldTrump Text LOSER to 88022 https://t.co/4SQT0WULsT
811,@realDonaldTrump https://t.co/X8OnbGO2DJ
812,@realDonaldTrump Idiot.
813,"@realDonaldTrump Very right President, media think we are king but all peoples know the value of media. All news media buy from money. 🇺🇸🇺🇸"
814,@realDonaldTrump @TheBabylonBee Q. Q. Q the pedophiles https://t.co/rI0sPyPdPB
815,@realDonaldTrump Why don’t sit in one of those invisible planes you keep sh!tting from your mouth and just fly away to space
816,@realDonaldTrump https://t.co/ih9X6QoLfc
817,@realDonaldTrump Are you still alive?
818,@realDonaldTrump https://t.co/akVFhBtYmb
819,"@realDonaldTrump BidenHarris2020,  Trumpty TDumpty you should vote for #BidenHarris2020… https://t.co/za10A6ub8g"
820,@realDonaldTrump Don't worry you don't like mail-in voting and neither does your supporters. On November 3rd there… https://t.co/eoU1RKA3li
821,@realDonaldTrump https://t.co/rIGts8vmaw
822,@realDonaldTrump https://t.co/WKg32BqBx7
823,RT @VerminSupreme: @realDonaldTrump I think it's a drug reference.
824,@realDonaldTrump Two drop box state
825,RT @joelockhart: @realDonaldTrump @TheBabylonBee later today the President will be blasting the Onion for biased coverage.
826,@realDonaldTrump @GStephanopoulos Here is the real corruption:Ukraine Hunter Biden worked at Burisma until April 20… https://t.co/2QBACx2XUl
827,@realDonaldTrump Best President Ever https://t.co/D4Zz8TiJCa
828,@realDonaldTrump Vote for Biden
829,"RT @MrsRabbitResist: @realDonaldTrump @TheBabylonBee Good god you are dumb. 🤦🏼‍♀️ You’re like a ridiculous, asinine parody of yourself. 🙄"
830,@realDonaldTrump 다행입니다. 그래도 마스크 잘 끼시고 조심하세요. 큰일납니다. https://t.co/vdg1aRrZRB
831,RT @arcturus300: @realDonaldTrump #TrumpSuperSpreader #TrumpSuperSpreader #TrumpSuperSpreader #TrumpSuperSpreader #TrumpSuperSpreader #Trum…
832,RT @caijingxiang: @realDonaldTrump deep state！ https://t.co/GF1geICtnZ
833,@realDonaldTrump 🤢🤢🤢
834,@realDonaldTrump Are you raising money to pay back 4 plus million you owe someone by the who’s is that ... someone Russian maybe
835,RT @bigbear5822: @realDonaldTrump
836,@realDonaldTrump Vote for Biden
837,@realDonaldTrump Mr president you promised to give us the vaccine this month
838,@realDonaldTrump #TrumpSuperSpreader #TrumpSuperSpreader #TrumpSuperSpreader #TrumpSuperSpreader… https://t.co/HK5gHm6uey
839,@realDonaldTrump 🤣🤣😂😂😂 https://t.co/4iMXOU55oa Next year? Watch out for the DEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP STATE D… https://t.co/bjYavTl3Zc
840,"@realDonaldTrump just wake up every morning, have your coffee , then tweet “I condemn David Duke and white supremac… https://t.co/CHh3B196Hq"
841,"@realDonaldTrump @TheBabylonBee Good grief. I present to you America, the idiot with missile codes."
842,@realDonaldTrump Pay your bills and  leaving the country with your whole family is a wonderful idea or option 1 (gr… https://t.co/Kbga33fc7s
843,RT @TomPaineToday: @realDonaldTrump Mad King Donnie thinks he's funny https://t.co/i8pLMUw7Yc
844,RT @UweNess: @realDonaldTrump The US has the world's most expensive healthcare system per capita. The US counts 21 % of all COVID19 deaths…
845,"@realDonaldTrump Yea, cough. Uh, hmm, wheez. Hack, gurgle. Happy spreading big guy."
846,@realDonaldTrump The definition of Trumpery: nonsense. Also deceitful! No truth  Look it up.  It's from the old Eng… https://t.co/FVR8NKlJRi
847,@realDonaldTrump https://t.co/JR3Zmip5yL
848,@realDonaldTrump  God Is with you Donal Trump I saw dream from God he show me that you will be president of America again
849,"@realDonaldTrump  Why isn't trump bragging about the town hall ratings between him and Biden?  Fake rating numbers,… https://t.co/IOcDuYVfTL"
850,"@realDonaldTrump You said you might leave the US if you don't get reelected... Please, oh please, don't let this be… https://t.co/ymr6zCOyqB"
851,"@realDonaldTrump That ain't all that's shriveled, right Donny?🍄 https://t.co/nfDfA3HO6q"
852,RT @scientificrealm: @realDonaldTrump https://t.co/ZeSIlGc1Iy
853,@realDonaldTrump @TheBabylonBee https://t.co/CZLygKcniu
854,@realDonaldTrump Another super spreader Murderer all you care about is yourself 17 days and you will bite the dust… https://t.co/h3Tm2NYk0g
855,@realDonaldTrump #SuperSpreaderTrump It’s Super Spreader!!! The fake president is not dealing with his mental breakdown very well.
856,@realDonaldTrump you are a great President.  Facebook has deleted my posts n videos on Biden corruption.  My consti… https://t.co/4cjPJ8FCai
857,"@realDonaldTrump Was he referencing you when he used the term? If so, I'm failing to see how that was a misuse of t… https://t.co/89kpgEU8d1"
858,RT @VoiceOfOBrien: @realDonaldTrump Democracy.
859,@realDonaldTrump Vote Biden!
860,RT @scientificrealm: @realDonaldTrump https://t.co/TO3v5wFgkC
861,RT @MHOME18: @realDonaldTrump Biden will betray America #Banforbiden
862,@realDonaldTrump https://t.co/lsqjNXSJOd
863,@realDonaldTrump @cspan #TrumpIsALoser  #TrumpLiesEverytimeHeSpeaks  #TrumpIsNotAmerica  #TrumpIsALaughingStock
864,@realDonaldTrump @nypost Yes. President Donald Trump. Repeal section 230. Is the only way to stop them.
865,@realDonaldTrump Oh yippy another Big SUPERSPREADER Event!
866,@realDonaldTrump Σ(; ﾟДﾟ)
867,"RT @DebraMessing: @realDonaldTrump  You son of a bitch. This is not a PARTISAN ISSUE. People died. Homes, full communities were razed. And…"
868,@realDonaldTrump @hangdowns2001 You're down 11 points.
869,"@realDonaldTrump 45 = RESPONSIBLE FOR over 218,000 dead Americans to date- continues to endanger thousands more due… https://t.co/HBXKVF3tpP"
870,@realDonaldTrump Arsehole
871,@realDonaldTrump Please get a stimulus package done.  Make the checks for $2000 so we the people have an extra $800… https://t.co/yuL9REsRCb
872,RT @rjDunfee: @realDonaldTrump #RacistInChief #TrumpIsRacist #TrumpIsARacist #RepublicanRacism #RacistRepublicans #Vote #VoteHimOut #VoteHi…
873,"@realDonaldTrump I heard the crowd was quite small, actually.  Like some other things associated with you"
874,"RT @shossy2: @realDonaldTrump @TheBabylonBee Thank you for showing your supporters how ignorant you are, because we all know the Bee is a s…"
875,@realDonaldTrump @GStephanopoulos He beat you in ratings
876,RT @itsJeffTiedrich: @realDonaldTrump imagine a Republican incumbent having to waste time and resources in deeply-red Georgia two weeks bef…
877,@realDonaldTrump 🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢😷🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢😷🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢�
878,@realDonaldTrump #StopArmenianAggression #StopArmenianAggression #StopArmenianTerrorism #PrayForGanja https://t.co/kYy1iqonHQ
879,"RT @Kenny_Sowellfan: @realDonaldTrump ""Have we reached the ultimate stage of absurdity where some people are held responsible for things th…"
880,RT @GovGaryJohnson: @realDonaldTrump Three years and ten months in office. 18 days before the election. Put me down as skeptical.
881,@realDonaldTrump I’m curious to know how many #AntiVaxxer &amp; #RightToTry people are also #ProLife   I’m just trying… https://t.co/tTPHg2v0Kj
882,@realDonaldTrump The most unpatriotic president in history at a super spreader event
883,@realDonaldTrump @cspan LIAR.
884,"RT @BsCHILDREN: @realDonaldTrump SEND STIMULUS,  SEND STIMULUS,  SEND STIMULUS,  SEND STIMULUS  SEND STIMULUS  @LALATE @BsCHILDREN  @POTUS"
885,@realDonaldTrump Quite a few of your lovely supporters are NOT wearing the pretty Trump face mask.  I can't see muc… https://t.co/s3LoYH8xBV
886,@realDonaldTrump https://t.co/D9rNxmuSqY
887,@realDonaldTrump The Democrats could be in SERIOUS trouble! (subtitled)  Hunter Bidens pedo sex tapes and business… https://t.co/uwfBNGZvDD
888,@realDonaldTrump  @stevenmnuchin1 https://t.co/zInmoWJnjg
889,@realDonaldTrump Only in your head
890,@realDonaldTrump @NBCNews https://t.co/D9rNxmuSqY
891,@realDonaldTrump So is Oregon
892,@realDonaldTrump @TheBabylonBee https://t.co/C9Fqt7qlfX
893,@realDonaldTrump #EndSARS
894,"RT @DebraMessing: @realDonaldTrump  You son of a bitch. This is not a PARTISAN ISSUE. People died. Homes, full communities were razed. And…"
895,@realDonaldTrump @DonaldJTrumpJr @TheJusticeDept @KerriKupecDOJ https://t.co/QlzuokU3F3
896,@realDonaldTrump Whoohhooooo....Yes... ✨👑✨
897,RT @vinnycaz: @realDonaldTrump #PURPLEPOWER YOU NEED TO GUARANTEE YOUR FUTURE GO EXECUTIVE ORDER NOW LARGE CHECKS FPUC AND EIDL AND DO BILL…
898,"@realDonaldTrump @realDonaldTrump lied, 220 Thousand Americans DIED. #COVID19Vic https://t.co/VIAhb52a2d"
899,@realDonaldTrump SUPER SPREADER RALLY. HAVEN YOU LEARNED ANYTHING YET.
900,@realDonaldTrump God will be always with You Mr. President 🙏🏼❤️😇
901,RT @_DebiLee: @realDonaldTrump The American people need a leader; someone to manage COVID and the economy. Instead we have a jackass incapa…
